ip=  0 ,FFP(MV)= 79.70 ,Rc(GV)=  6.12 depth(g/cm2)=  1.9781E+02 g=    0.15
 Total flux (/cm2/s)=   0.99936984687715869     
    E(MeV/n)        u        v        w
  5.7835E+01 -0.51024  0.24893  0.82322
  1.7147E+00  0.80015 -0.52825 -0.28410
  1.1573E+00 -0.35194 -0.83056  0.43163
  8.8400E+00 -0.16158  0.95819  0.23616
  1.2343E+00  0.63167 -0.77061 -0.08458
  8.9615E+00  0.81065 -0.42501 -0.40276
  1.3856E+02  0.31306 -0.85087  0.42192
  4.1135E+01  0.74370 -0.29149  0.60161
  1.0540E+02  0.28319 -0.01697  0.95891
  2.4903E+02  0.10247 -0.57649  0.81065
  9.9304E+02 -0.16063  0.63129  0.75873
  5.5374E+00  0.12655  0.98605 -0.10815
  2.0672E+02  0.90078  0.24582 -0.35800
  9.2920E+01  0.56178 -0.09969  0.82126
  9.9297E+01 -0.27116  0.42930 -0.86150
  9.2697E+01  0.79132 -0.57802 -0.19927
  2.0473E+01  0.57771  0.00242 -0.81624
  1.0214E+01  0.26390 -0.51524  0.81541
  1.2994E+00 -0.67681  0.00332  0.73615
  3.4838E+00 -0.15314 -0.97640 -0.15227
  8.2711E+01 -0.52116 -0.16002  0.83833
  1.4926E+02 -0.12816  0.26869  0.95466
  9.2447E+02  0.80341 -0.45050  0.38933
  1.3629E+00 -0.11732  0.31784  0.94086
  2.3615E+01 -0.53282  0.47005  0.70367
  4.6905E+02  0.75870 -0.48760  0.43200
  1.4960E+00  0.83372 -0.00696  0.55215
  7.3965E+01  0.30178  0.91935 -0.25242
  2.4508E+00 -0.15071 -0.55370  0.81896
  4.0533E+01  0.55979 -0.80799 -0.18379
  1.2287E+02  0.05527 -0.99259 -0.10825
  1.2813E+00  0.29926 -0.60330  0.73924
  6.5867E+00  0.39747  0.58027 -0.71085
  1.1556E+00  0.40626  0.41710 -0.81301
  2.1613E+02  0.26887 -0.08174  0.95970
  1.0931E+01 -0.07960  0.35235  0.93248
  1.7297E+00 -0.55055  0.03217  0.83418
  2.5177E+00 -0.35769  0.30422  0.88290
  4.4457E+02  0.02434  0.73741  0.67501
  2.0579E+01  0.68497 -0.50860 -0.52167
  5.6820E+00  0.58373  0.13526  0.80061
  1.3985E+02  0.34915  0.02730  0.93667
  8.9228E+01  0.82795 -0.07745 -0.55543
  3.3160E+02  0.66786 -0.50700  0.54490
  1.3896E+02  0.12875  0.90095 -0.41437
  8.3551E+01  0.00832  0.53028  0.84778
  5.6417E+00  0.17228 -0.08782 -0.98112
  1.8827E+00 -0.12211  0.77123  0.62474
  9.8119E+01 -0.06193 -0.99539 -0.07325
  3.1611E+02  0.01060  0.15975  0.98710
  1.0938E+01  0.31228  0.61733 -0.72207
  1.4509E+00  0.38384  0.29785 -0.87404
  4.8072E+00 -0.03052  0.30336 -0.95239
  4.2007E+00  0.87813  0.35808  0.31727
  7.2263E+02 -0.39496 -0.07545  0.91560
  3.7116E+00 -0.75047  0.60719 -0.26099
  5.9647E+02 -0.08665 -0.88110  0.46493
  2.0927E+00 -0.26093  0.96313 -0.06552
  2.3128E+02  0.13179  0.71693  0.68457
  2.0787E+00  0.52147 -0.84792 -0.09541
  1.3185E+00  0.83433  0.00603 -0.55123
  6.7651E+01 -0.82834 -0.53874 -0.15370
  3.9893E+00 -0.28090 -0.92152 -0.26815
  1.9630E+01  0.44160 -0.86439  0.24046
  2.1238E+00 -0.73546  0.60150 -0.31192
  1.2097E+02 -0.11051 -0.05970  0.99208
  2.1744E+02 -0.11362  0.98583  0.12341
  3.1041E+00  0.24491 -0.26024  0.93397
  3.4224E+02  0.00098  0.97222  0.23406
  1.3093E+02  0.21906 -0.72595  0.65192
  5.6840E+00  0.38280 -0.85767  0.34332
  1.9248E+00  0.29879 -0.27935  0.91252
  1.5654E+00 -0.70380  0.65916  0.26491
  4.9638E+00  0.96503  0.25856 -0.04314
  1.7761E+00 -0.67943 -0.20093 -0.70569
  8.8015E+00  0.97604 -0.06328  0.20819
  1.7167E+00 -0.53727 -0.19557  0.82042
  1.0774E+00  0.25731 -0.77041 -0.58332
  2.4960E+02 -0.14315 -0.98830  0.05257
  1.5793E+00  0.19338 -0.75816 -0.62274
  7.7749E+01  0.65957  0.47932  0.57898
  8.3862E+01 -0.91795 -0.19657 -0.34456
  3.3987E+00 -0.60676 -0.45279 -0.65332
  6.2973E+00 -0.57630  0.76930 -0.27579
  1.4331E+01 -0.26090 -0.60842 -0.74950
  1.0375E+02  0.01561  0.94012  0.34047
  4.9647E+00  0.82118  0.49997  0.27513
  1.3736E+00  0.88024  0.29984 -0.36779
  1.8364E+02  0.88646 -0.44237 -0.13603
  1.0278E+00  0.81642  0.39059 -0.42532
  1.3891E+02  0.76549 -0.00567  0.64342
  2.2048E+00 -0.17400 -0.85512  0.48835
  3.6706E+00 -0.33891  0.25971 -0.90426
  2.9015E+02  0.11828  0.71472  0.68933
  1.4834E+02  0.04708  0.82134  0.56849
  2.6887E+02  0.86320 -0.21342  0.45754
  8.1607E+01  0.48079 -0.43468  0.76150
  4.2253E+00 -0.40504  0.66145  0.63121
  6.9522E+02  0.14548  0.79627  0.58718
  8.9717E+01 -0.56077  0.80695  0.18537
  8.0182E+02 -0.21850  0.97570  0.01642
  9.9162E+01  0.58887 -0.80591  0.06118
  1.1647E+01 -0.44209  0.44483  0.77890
  2.2861E+02 -0.71126 -0.68373 -0.16317
  4.0450E+00  0.72891 -0.68218  0.05764
  3.9567E+00 -0.16340 -0.30631 -0.93780
  2.5065E+01 -0.27768  0.09727 -0.95574
  4.1676E+02 -0.08723 -0.33611  0.93778
  8.4926E+01 -0.17177  0.75164  0.63681
  1.0927E+01 -0.03422  0.33909  0.94013
  1.4685E+02 -0.16025  0.97496 -0.15420
  9.9670E+01  0.61929  0.12937  0.77443
  1.7563E+00 -0.81509  0.01866 -0.57904
  5.8711E+01  0.32248 -0.94625 -0.02501
  1.0746E+00 -0.95667  0.12008  0.26527
  2.0944E+00  0.58910 -0.09532 -0.80242
  2.4732E+02 -0.95592  0.15898  0.24688
  2.6597E+02 -0.73974  0.39608  0.54398
  2.0333E+02  0.05334 -0.81835  0.57224
  3.2074E+00 -0.93899 -0.13604  0.31589
  1.9394E+01  0.45546 -0.88259  0.11657
  1.0606E+02 -0.44473  0.81278  0.37631
  1.1503E+00 -0.97124 -0.20660  0.11840
  6.8274E+00 -0.76222  0.63447 -0.12831
  6.3229E+01  0.01466 -0.16296  0.98652
  1.0737E+00  0.51441  0.81225  0.27501
  5.8773E+01 -0.52340 -0.09853  0.84637
  1.9578E+00 -0.53146  0.55585  0.63920
  6.0147E+00  0.15572 -0.91177 -0.38004
  1.8524E+02  0.70320  0.01947  0.71072
  3.1549E+01 -0.31972  0.52286 -0.79019
  3.6549E+02 -0.50036  0.75937  0.41594
  3.6214E+00 -0.71448  0.69965  0.00257
  1.2285E+02 -0.26584  0.74377  0.61330
  2.8498E+01 -0.81206  0.23875  0.53251
  3.4065E+00  0.43008  0.36259  0.82678
  2.0352E+02  0.63182 -0.46385  0.62100
  4.2440E+02 -0.73178 -0.13641  0.66775
  2.4717E+00  0.79216  0.04882 -0.60836
  1.6427E+02 -0.52773  0.27955  0.80209
  8.7153E+01  0.43156  0.78778 -0.43950
  2.5182E+02  0.16503  0.84393  0.51044
  2.5905E+00  0.74987  0.62343 -0.22141
  2.8538E+01 -0.98432  0.09701  0.14730
  1.5750E+00 -0.39651  0.30147  0.86712
  2.1060E+00 -0.63795  0.62182 -0.45427
  1.1490E+01 -0.74277  0.46422  0.48249
  1.5085E+02  0.19859 -0.85302  0.48261
  1.1757E+02 -0.94787  0.22311 -0.22754
  1.3761E+01  0.10961 -0.26755  0.95729
  2.4547E+00 -0.38040 -0.76046  0.52630
  1.7274E+00  0.72140  0.55940  0.40825
  1.1234E+02  0.84428 -0.48502  0.22792
  8.0263E+01  0.84330  0.53166 -0.07862
  1.5427E+00 -0.58015  0.01405  0.81439
  4.4662E+02  0.80586  0.16272  0.56931
  5.6614E+02 -0.51833  0.76210  0.38800
  1.2797E+02  0.57650 -0.39669  0.71434
  1.6665E+00  0.60786  0.37002  0.70256
  1.6565E+02  0.49179 -0.12614  0.86153
  3.4800E+02 -0.36263 -0.36383  0.85798
  1.2600E+00 -0.43168 -0.82135 -0.37289
  4.5939E+01  0.13342  0.98020  0.14633
  1.7216E+01  0.17546  0.59505  0.78430
  2.1417E+01 -0.15396 -0.31826  0.93542
  1.6791E+01 -0.57540  0.31652 -0.75414
  1.0122E+02 -0.39445  0.24221  0.88642
  2.1169E+00  0.21642 -0.07563 -0.97337
  1.1677E+01  0.70922  0.55666  0.43260
  1.7487E+02 -0.62039 -0.70945  0.33437
  1.7972E+02  0.00082 -0.93700  0.34934
  2.3667E+00  0.04249  0.35730  0.93302
  7.6156E+01  0.16946 -0.68724  0.70639
  3.1675E+00 -0.69993 -0.49673  0.51318
  1.4278E+02  0.90773 -0.37557  0.18704
  1.1872E+01  0.71325 -0.64031 -0.28509
  1.0555E+02  0.79454  0.48675 -0.36302
  5.3101E+02 -0.57302  0.42251  0.70224
  7.5346E+00  0.00721  0.86890 -0.49493
  1.7509E+02  0.28155 -0.94590  0.16122
  4.2005E+01  0.21589  0.13103  0.96759
  7.1803E+01 -0.01989  0.84839  0.52900
  1.6409E+01  0.32165  0.73439  0.59768
  2.6678E+02 -0.35213 -0.42436  0.83422
  4.4950E+01  0.99112 -0.06101 -0.11818
  2.2029E+01  0.06672 -0.98640  0.15022
  4.5477E+00 -0.14168  0.69770  0.70224
  6.9358E+02 -0.48038 -0.24728  0.84148
  5.8554E+02  0.64618 -0.73943  0.18894
  3.4218E+01 -0.09809  0.89114  0.44300
  1.1027E+02  0.63460 -0.32508  0.70114
  1.4609E+02 -0.57902  0.23828  0.77972
  1.2438E+02  0.24829 -0.63310  0.73317
  9.9314E+01 -0.67588  0.71666 -0.17200
  8.2190E+02  0.91754  0.14561  0.37003
  7.9286E+01  0.77766 -0.61559  0.12770
  7.0231E+00 -0.70989 -0.66507  0.23181
  3.7838E+01  0.59625  0.66679  0.44708
  3.8640E+02  0.42202 -0.76467  0.48701
  3.6930E+02 -0.60800  0.32414  0.72475
  3.6132E+00  0.63457  0.40175 -0.66024
  3.1444E+00  0.98631  0.12755  0.10451
  8.7078E+01  0.70502 -0.54621  0.45233
  9.5712E+01  0.21410  0.57734  0.78794
  1.8855E+00  0.64241 -0.72597  0.24550
  1.1894E+02 -0.11201 -0.96769  0.22590
  7.1847E+02 -0.45678  0.19010  0.86903
  1.0351E+02  0.79593  0.60164  0.06718
  4.4862E+01 -0.11675  0.79845  0.59063
  7.1364E+02 -0.00487 -0.78782  0.61589
  3.5232E+01  0.94398  0.04702  0.32663
  3.6656E+01  0.85080 -0.52509 -0.02061
  9.4512E+01 -0.30074 -0.59214 -0.74761
  1.9505E+00 -0.70326  0.68943  0.17350
  1.8339E+02 -0.03552  0.92056 -0.38899
  3.6707E+01 -0.69299 -0.68513 -0.22441
  1.4718E+02  0.63686  0.77098  0.00093
  1.6840E+02 -0.18870  0.93436  0.30226
  3.0049E+00  0.90758 -0.31908 -0.27291
  2.0834E+01 -0.17323  0.98461 -0.02301
  4.6437E+00  0.45673 -0.61943 -0.63852
  1.9981E+01 -0.81485  0.23023  0.53199
  7.7309E+01  0.61813 -0.14457  0.77267
  7.6705E+00  0.05848  0.50689  0.86003
  1.3558E+00 -0.31321 -0.83103  0.45967
  2.4165E+00 -0.73579  0.17412 -0.65445
  4.5987E+00 -0.29360  0.95046  0.10210
  3.2419E+00 -0.37759 -0.79932  0.46745
  4.3557E+01 -0.46239  0.07066  0.88386
  8.9719E+00 -0.96455 -0.22413  0.13934
  1.2980E+02  0.54398  0.46126  0.70095
  1.3777E+00 -0.50691 -0.86186  0.01533
  6.6230E+02  0.76111 -0.16464  0.62738
  1.4314E+02  0.45923 -0.88651 -0.05662
  8.3252E+00 -0.39310 -0.89045  0.22927
  4.7803E+02 -0.31960  0.66170  0.67823
  4.3070E+02  0.02040 -0.79208  0.61007
  2.3777E+00  0.44060 -0.67308 -0.59400
  4.7106E+02 -0.43150 -0.82534 -0.36418
  5.9175E+01  0.45007  0.87205  0.19229
  3.5452E+02  0.54430 -0.75729  0.36091
  3.1999E+02 -0.36466  0.68010  0.63599
  2.0191E+00  0.14272  0.91206 -0.38441
  1.5468E+00  0.89827  0.34550 -0.27154
  1.4413E+02 -0.38289 -0.63126  0.67447
  1.4839E+02 -0.02558  0.83042  0.55654
  1.7628E+02  0.00821 -0.38207  0.92410
  6.8752E+02 -0.75282  0.34093 -0.56305
  4.5652E+00 -0.77671 -0.58739  0.22737
  1.3494E+01 -0.17077 -0.97056 -0.16984
  2.4846E+02 -0.06841  0.82777  0.55688
  5.2658E+02  0.95364  0.22586  0.19891
  1.0861E+02  0.43626 -0.11268  0.89274
  2.5464E+01  0.89584 -0.17222  0.40964
  1.2468E+02  0.52373 -0.85096  0.03981
  9.3416E+01 -0.51349 -0.85746  0.03312
  8.2319E+01 -0.94879 -0.27720  0.15151
  4.0113E+02 -0.30486  0.61742  0.72515
  4.6698E+00  0.49568 -0.44124  0.74807
  4.5677E+00  0.43850  0.88808 -0.13796
  2.9523E+00  0.88227  0.37460 -0.28508
  1.9744E+01 -0.02519 -0.95125 -0.30740
  7.1992E+00 -0.47869 -0.74605  0.46289
  6.3035E+01 -0.80185 -0.51277 -0.30678
  4.3098E+02  0.56780  0.22638  0.79143
  3.4923E+00 -0.59031 -0.37298  0.71584
  1.1798E+02 -0.79094 -0.13161  0.59758
  1.9808E+01  0.79388  0.47398 -0.38092
  4.5252E+00  0.43464  0.77429 -0.45995
  2.1512E+02 -0.12644  0.49523  0.85951
  1.4867E+01  0.53664 -0.74653  0.39332
  1.3422E+00 -0.75738  0.28474  0.58762
  1.3448E+00 -0.15265  0.52912 -0.83470
  1.0847E+00  0.04643 -0.99704  0.06126
  1.8354E+01 -0.38233 -0.43701  0.81415
  2.3195E+02 -0.32401 -0.87773 -0.35300
  7.0552E+01  0.76269 -0.31142  0.56686
  2.9674E+00  0.96187  0.14354 -0.23281
  6.7545E+01 -0.20116 -0.55687  0.80587
  3.8683E+01  0.20647  0.21899  0.95363
  1.5348E+01  0.74152 -0.60932 -0.28085
  1.0026E+00 -0.78577 -0.29398  0.54418
  2.5282E+00  0.52905 -0.25532 -0.80927
  1.4292E+00  0.05333  0.32270 -0.94500
  1.4282E+02  0.60438 -0.48871  0.62919
  7.6982E+01 -0.79407 -0.17170  0.58308
  8.9571E+02 -0.59554  0.34077  0.72746
  1.4189E+01  0.38070  0.30642  0.87245
  2.5467E+02 -0.05364 -0.96977  0.23804
  5.8230E+00  0.15387  0.31487  0.93658
  9.3956E+00 -0.49984  0.46980 -0.72763
  7.1966E+00  0.23688  0.84961 -0.47122
  2.5944E+00 -0.84040 -0.03479  0.54085
  6.4624E+00 -0.61337 -0.23742  0.75326
  9.4527E+01 -0.29741  0.32453  0.89790
  3.9748E+02 -0.29245 -0.77946  0.55400
  3.1676E+02  0.27951 -0.05558  0.95853
  2.0591E+02  0.63602  0.69292  0.33962
  6.9282E+02  0.84864  0.42348  0.31698
  4.4266E+02  0.78935 -0.43025  0.43796
  6.7732E+01 -0.03971 -0.25472  0.96620
  1.9381E+02  0.22796  0.02375  0.97338
  7.4468E+00  0.29351 -0.83248 -0.46993
  2.9918E+00 -0.46180  0.07058 -0.88417
  2.7725E+00  0.79739  0.60155  0.04812
  2.9303E+01 -0.51417 -0.18488  0.83752
  1.8561E+02  0.44812  0.32294  0.83361
  5.8445E+00  0.87058  0.10692 -0.48026
  5.1755E+01 -0.04501 -0.50491  0.86199
  3.1596E+00 -0.01635 -0.99703 -0.07525
  6.4348E+01 -0.90596 -0.34264  0.24867
  9.9721E+01 -0.81424 -0.36586 -0.45073
  9.5593E+01  0.88553  0.44820 -0.12225
  3.6786E+00  0.12404  0.07791 -0.98921
  1.1159E+00 -0.03375  0.30767  0.95090
  7.4942E+01  0.43928  0.88964 -0.12477
  2.6798E+02  0.88148 -0.30052  0.36425
  2.8199E+00  0.51728 -0.67370  0.52777
  3.8833E+00 -0.12007  0.67622 -0.72685
  1.8675E+00  0.56131 -0.81583 -0.13913
  8.7766E+01  0.59463 -0.15504  0.78891
  6.0202E+00  0.66350  0.47355  0.57925
  1.4423E+01  0.75848 -0.00663 -0.65167
  3.9474E+00 -0.83722 -0.18049 -0.51622
  1.7566E+02 -0.21298  0.65934  0.72105
  7.9491E+00  0.97292 -0.21276 -0.09039
  1.6940E+00 -0.34988  0.93234 -0.09122
  2.8383E+00  0.88270  0.16763 -0.43902
  5.7100E+02  0.93005 -0.01595  0.36708
  5.1786E+00  0.21640  0.84315  0.49221
  4.6138E+02  0.14556 -0.67323  0.72497
  6.5026E+01  0.31358  0.25690  0.91415
  3.7446E+02  0.90878 -0.30983 -0.27949
  1.2941E+01 -0.71244 -0.70158 -0.01464
  2.3269E+00  0.52623 -0.01643 -0.85018
  1.7233E+00 -0.31475  0.93404 -0.16880
  2.0082E+02 -0.57830 -0.65267  0.48948
  6.7707E+02  0.41386 -0.61117  0.67468
  1.7529E+00 -0.51253 -0.30150 -0.80400
  1.6879E+01  0.84892 -0.52830 -0.01547
  3.8247E+02 -0.03659  0.94490  0.32531
  1.0783E+02 -0.49283  0.82868  0.26534
  1.8873E+00  0.04037  0.03225  0.99866
  1.8022E+02  0.72183 -0.63980  0.26385
  1.5577E+01 -0.65370  0.29189  0.69820
  7.1777E+01  0.66929  0.13841  0.73000
  1.8622E+01 -0.87057  0.06154  0.48818
  1.3390E+01 -0.82468 -0.00232  0.56559
  4.7152E+00  0.25291 -0.87406  0.41480
  6.2144E+00  0.69572  0.71706 -0.04244
  6.2039E+00 -0.64902  0.34316 -0.67898
  1.3981E+00  0.32164 -0.34531  0.88165
  1.0772E+02  0.95411 -0.14691  0.26095
  4.9564E+00  0.62004  0.18612 -0.76217
  1.5855E+02  0.75684 -0.51899  0.39730
  1.4553E+00  0.57354 -0.51083  0.64040
  4.4686E+00 -0.81302  0.04300  0.58064
  2.0616E+00 -0.13022  0.54226  0.83006
  9.2265E+02  0.13202 -0.14937  0.97993
  5.2480E+00  0.16063 -0.86314 -0.47873
  6.9537E+00  0.72185 -0.53152 -0.44319
  5.2607E+00 -0.59037  0.68474  0.42731
  4.2754E+00 -0.50208  0.36798  0.78263
  1.3675E+02  0.25083  0.57948  0.77542
  1.9943E+02  0.32716  0.94489  0.01246
  4.7224E+00 -0.91553 -0.38735  0.10843
  2.1717E+00  0.10550 -0.78997  0.60400
  1.0809E+00 -0.22738  0.29881  0.92683
  1.9341E+02  0.31412  0.56602  0.76220
  5.2823E+01 -0.07260  0.94401 -0.32182
  3.1263E+02  0.04359  0.81497  0.57787
  3.2137E+01 -0.09888  0.84051  0.53270
  9.2238E+01  0.11978  0.82520  0.55199
  1.9809E+01  0.79434 -0.53743 -0.28319
  5.8047E+01  0.36155  0.93076  0.05448
  8.6690E+02 -0.35056 -0.53782  0.76671
  1.4709E+02  0.64477  0.55816  0.52223
  1.5112E+01  0.96017 -0.27895 -0.01638
  1.2636E+00  0.10273 -0.87985 -0.46402
  6.3684E+02 -0.28972 -0.28807  0.91273
  4.4687E+00  0.97996  0.19909 -0.00628
  3.4859E+01  0.19043 -0.87592  0.44329
  1.9318E+00 -0.76266 -0.37168 -0.52934
  7.8330E+00  0.10014 -0.38137  0.91898
  7.9793E+00 -0.65631  0.74275  0.13257
  7.6114E+00 -0.13995  0.36600  0.92003
  1.0123E+02 -0.56920 -0.61902  0.54114
  1.1478E+01  0.63041 -0.69426 -0.34725
  1.0094E+01  0.65647  0.52015  0.54634
  2.1981E+00 -0.05691 -0.90908  0.41271
  3.4052E+00  0.14373 -0.85442 -0.49931
  1.1606E+02 -0.00329 -0.95474 -0.29742
  1.8818E+00  0.93635 -0.30794  0.16857
  1.1859E+02  0.32955  0.11514 -0.93709
  4.4156E+00 -0.00837 -0.35770  0.93380
  4.2971E+00 -0.56433  0.26538  0.78173
  2.9193E+02  0.56188  0.46185  0.68629
  4.2578E+01 -0.93767 -0.30978  0.15750
  9.4385E+00 -0.77443 -0.28529 -0.56468
  1.7625E+02  0.41076  0.35295  0.84066
  4.9530E+01 -0.91394 -0.08153 -0.39758
  1.0062E+02 -0.06643 -0.79006  0.60942
  4.7063E+01 -0.02203 -0.83864  0.54424
  1.2844E+02  0.22405  0.26435  0.93804
  1.5553E+00  0.42601  0.66595 -0.61239
  1.5521E+00  0.62139  0.71577 -0.31867
  1.0777E+00 -0.84476 -0.53345 -0.04249
  2.0219E+02  0.83479 -0.06359  0.54688
  2.4110E+02  0.71744  0.69373  0.06334
  3.2768E+01  0.96326 -0.21967  0.15452
  2.9754E+01 -0.89072  0.20881 -0.40376
  1.4207E+00  0.86202  0.21588  0.45860
  3.2341E+00  0.67806  0.49424  0.54403
  5.0613E+00  0.67348  0.46713 -0.57290
  9.3694E+01  0.58624 -0.38111  0.71490
  5.3876E+00 -0.58328  0.81225  0.00623
  4.5550E+01  0.39718 -0.56168  0.72579
  2.6213E+00 -0.97724  0.20575  0.05173
  1.6326E+02 -0.36543  0.68221 -0.63329
  6.4040E+01  0.43363  0.15954 -0.88685
  1.1306E+02 -0.91762 -0.16191  0.36298
  4.0302E+01 -0.42774 -0.05014 -0.90251
  6.3384E+00  0.64872 -0.38361  0.65727
  6.5675E+01  0.77079  0.06717  0.63354
  1.6050E+02 -0.54592 -0.59830  0.58652
  2.4183E+01  0.24611 -0.39650  0.88443
  6.9078E+00 -0.04885  0.71354 -0.69891
  4.0072E+01  0.03166  0.88254  0.46916
  2.0934E+00 -0.57115 -0.72729  0.38057
  2.3798E+00 -0.22325  0.92943 -0.29381
  7.6645E+01  0.93055 -0.28598 -0.22867
  4.1369E+01  0.86691 -0.42605  0.25873
  4.2826E+00 -0.82938 -0.07462  0.55368
  1.1129E+02  0.96825 -0.08450  0.23528
  2.8428E+02 -0.07788  0.72620  0.68306
  9.1594E+01  0.55195 -0.72626  0.40974
  1.0678E+00 -0.61825  0.61160 -0.49367
  6.6324E+00 -0.84817  0.45831 -0.26563
  2.6373E+01  0.54338  0.74794 -0.38122
  1.4561E+01 -0.48621 -0.85705  0.17048
  9.9624E+00  0.64632  0.01555  0.76291
  2.9232E+00  0.82986 -0.55083  0.08893
  3.6373E+01 -0.39426 -0.26148  0.88102
  1.7712E+00 -0.14663 -0.46590 -0.87260
  8.8069E+01  0.14376 -0.79364  0.59115
  1.9705E+00  0.39518 -0.89375 -0.21224
  3.1328E+00 -0.03603 -0.98475  0.17021
  5.5685E+00 -0.27187 -0.25562  0.92776
  5.3321E+00 -0.12911 -0.48613 -0.86429
  2.3971E+01  0.30807 -0.43330  0.84697
  3.0400E+02 -0.46013 -0.88077 -0.11195
  1.7676E+01  0.56539  0.81966 -0.09216
  2.1989E+00  0.93582 -0.28892 -0.20191
  9.0885E+02  0.78006  0.61800 -0.09785
  1.6190E+00  0.55995 -0.80116  0.21119
  1.9893E+01 -0.55165 -0.83034  0.07891
  6.5295E+01  0.83298 -0.43815 -0.33789
  5.8404E+01  0.32600 -0.39400  0.85935
  1.9469E+00  0.95862 -0.09447  0.26855
  2.2076E+00 -0.08356  0.47732 -0.87475
  2.9935E+00 -0.67554  0.52549  0.51721
  9.7864E+00  0.68142  0.72898 -0.06516
  7.3136E+01 -0.60653  0.31503 -0.72998
  8.5565E+02 -0.45312  0.06271  0.88924
  7.5771E+00  0.09152 -0.14482  0.98522
  2.7979E+00 -0.17359 -0.97398  0.14570
  1.0363E+00 -0.78870 -0.61465 -0.01292
  1.7262E+00  0.70186 -0.02818 -0.71176
  6.9986E+01  0.88935 -0.45361 -0.05741
  3.2302E+00 -0.75810 -0.53355  0.37499
  2.0567E+02 -0.93794  0.18520 -0.29322
  1.3400E+01 -0.59633  0.19346  0.77907
  8.0387E+00  0.96856 -0.22190  0.11246
  2.1122E+00  0.14250 -0.57793 -0.80355
  1.8680E+02 -0.47570  0.84633  0.23965
  1.1408E+02 -0.44815 -0.63364  0.63061
  7.2493E+01 -0.16321 -0.42485  0.89043
  1.0335E+00 -0.96481  0.04768  0.25861
  1.0186E+00 -0.39809  0.82182  0.40761
  3.5315E+02 -0.41821 -0.33198  0.84551
  3.5784E+00 -0.15080 -0.85900 -0.48926
  2.3164E+01  0.80429 -0.19524 -0.56125
  6.1015E+01 -0.24784 -0.41951  0.87326
  1.7851E+00  0.96107 -0.27345  0.03963
  2.0324E+02 -0.77721  0.51856  0.35643
  2.2734E+01 -0.45133 -0.88821  0.08594
  1.4776E+01  0.80889  0.58194  0.08391
  6.4950E+00 -0.99735  0.00270 -0.07270
  1.0630E+01 -0.30294  0.90830 -0.28849
  9.8035E+02  0.01870 -0.44764 -0.89402
  1.5883E+02  0.78818  0.03313  0.61455
  1.7862E+02  0.49116  0.77536 -0.39696
  7.0574E+01 -0.27252 -0.95729 -0.09662
  1.0793E+02  0.97484  0.11711  0.18965
  6.0638E+00  0.12289 -0.37204 -0.92005
  1.0140E+01 -0.08296  0.99260 -0.08871
  9.0957E+01  0.82582 -0.51778 -0.22344
  1.1915E+02  0.95517 -0.07875  0.28540
  1.7069E+01  0.06880  0.99213 -0.10464
  1.8369E+01  0.85734  0.34203 -0.38468
  1.5253E+02  0.06500 -0.71300  0.69814
  6.6880E+00 -0.79266 -0.24863  0.55666
  2.1835E+01 -0.43670 -0.89376  0.10236
  2.8517E+00 -0.28962  0.42210 -0.85904
  1.9305E+00 -0.59249  0.40922  0.69389
  2.6845E+00 -0.60714 -0.16519  0.77723
  2.7531E+02 -0.89268  0.44859 -0.04342
  7.1998E+01  0.72304 -0.28048 -0.63131
  4.0997E+00 -0.18503  0.81879 -0.54346
  2.0208E+00  0.89157  0.09299  0.44324
  1.0247E+02 -0.17756 -0.72850  0.66164
  2.8589E+00  0.22622  0.89313  0.38876
  9.0834E+02  0.51032  0.27632  0.81439
  2.7028E+00 -0.79857  0.51501 -0.31151
  1.6006E+02  0.01898  0.26830  0.96315
  3.8356E+00  0.54746  0.76671  0.33533
  8.6878E+01 -0.07675 -0.54759  0.83322
  1.5566E+02  0.42296  0.65961  0.62131
  5.3785E+01 -0.02007 -0.87421  0.48512
  1.5964E+02  0.79490 -0.03522  0.60572
  1.1159E+00  0.96097  0.24571 -0.12710
  5.1071E+00 -0.02755 -0.64600  0.76284
  2.3682E+01  0.77365  0.01328  0.63348
  2.1038E+02  0.47034 -0.03713  0.88170
  2.5293E+01 -0.71973  0.10729  0.68591
  1.0305E+01  0.37439 -0.83507  0.40310
  1.1769E+01 -0.92925  0.36896  0.01901
  8.8211E+01  0.14021 -0.72075 -0.67887
  3.2005E+02 -0.88179 -0.34298  0.32375
  3.0786E+00  0.49236 -0.75355 -0.43559
  1.3860E+02  0.15636  0.90229  0.40179
  4.3745E+00 -0.85282  0.04565 -0.52021
  1.9983E+02  0.35593 -0.75183 -0.55504
  4.7549E+00  0.94447 -0.01423  0.32829
  4.6510E+02 -0.51975  0.67086  0.52898
  1.2046E+00 -0.36301  0.88299 -0.29758
  3.7476E+02  0.82159 -0.05442  0.56748
  3.9612E+00 -0.28431 -0.30800 -0.90791
  4.8925E+02 -0.26680  0.30551  0.91405
  1.4027E+01  0.83550 -0.37882 -0.39804
  1.6907E+01  0.23812  0.96939  0.05988
  1.2143E+02  0.09318  0.35600  0.92983
  1.3925E+00 -0.00306 -0.27930  0.96020
  3.7421E+01  0.33546 -0.85683  0.39155
  4.3629E+00  0.48377 -0.40519  0.77575
  1.6536E+00  0.99464 -0.07181  0.07438
  1.0025E+01  0.76269  0.11743 -0.63602
  3.8496E+02 -0.80653  0.25090  0.53531
